new_10_Char,10 char .phy format name,Original fasta header,Name (existing or suggested),Major group,Species,Major taxon for the purposes of this study
AAAAAAABCJ,497sp|Q024,sp|Q02454|3SA0_NAJSP Cytotoxin OS=Naja sputatrix OX=33626 PE=3 SV=1,Cytotoxin ,3FTx,Naja sputatrix ,Elapidae
AAAAAAABCR,511sp|O934,sp|O93471|3SA1_NAJSP Cytotoxin 1 OS=Naja sputatrix OX=33626 PE=3 SV=1,Cytotoxin 1 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAABCU,517sp|O934,sp|O93473|3SA4A_NAJSP Cytotoxin 4a OS=Naja sputatrix OX=33626 PE=3 SV=1,Cytotoxin 4a ,3FTx,Naja sputatrix ,Elapidae
AAAAAAABCV,519sp|O738,sp|O73856|3SA4B_NAJSP Cytotoxin 4b OS=Naja sputatrix OX=33626 PE=1 SV=2,Cytotoxin 4b ,3FTx,Naja sputatrix ,Elapidae
AAAAAAABFO,647sp|Q9W7,sp|Q9W7I3|3NO29_NAJSP Weak neurotoxin 9 OS=Naja sputatrix OX=33626 PE=3 SV=1,Weak neurotoxin 9 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAABFP,649sp|Q802,sp|Q802B3|3NO28_NAJSP Weak neurotoxin 8 OS=Naja sputatrix OX=33626 PE=3 SV=2,Weak neurotoxin 8 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAABFQ,651sp|O422,sp|O42255|3NO25_NAJSP Weak neurotoxin 5 OS=Naja sputatrix OX=33626 PE=3 SV=1,Weak neurotoxin 5 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAABFR,653sp|O422,sp|O42256|3NO26_NAJSP Weak neurotoxin 6 OS=Naja sputatrix OX=33626 PE=3 SV=1,Weak neurotoxin 6 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAABFT,657sp|Q802,sp|Q802B2|3NO2A_NAJSP Weak neurotoxin 10 OS=Naja sputatrix OX=33626 GN=WNTX10 PE=3 SV=1,Weak neurotoxin 10 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAABHS,749sp|O422,sp|O42257|3L27_NAJSP Long neurotoxin 7 OS=Naja sputatrix OX=33626 PE=1 SV=1,Long neurotoxin 7 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAAACU,Naja_sputatrix_Q802B3,Naja_sputatrix_Q802B3,-,3FTx,Naja sputatrix ,Elapidae
AAAAAAAACW,Naja_sputatrix_Q802B2,Naja_sputatrix_Q802B2,-,3FTx,Naja sputatrix ,Elapidae
AAAAAAABJR,839sp|P013,sp|P01384|3L21_NOTSC AlphaelapitoxinNss2a OS=Notechis scutatus scutatus OX=70142 PE=1 SV=2,AlphaelapitoxinNss2a ,3FTx,Notechis scutatus scutatus ,Elapidae
AAAAAAABMT,983sp|A8HD,sp|A8HDK0|3S11_NOTSC Short neurotoxin 1 OS=Notechis scutatus scutatus OX=70142 PE=3 SV=1,Short neurotoxin 1 ,3FTx,Notechis scutatus scutatus ,Elapidae
AAAAAAABHB,719sp|Q53B,sp|Q53B55|3L231_OPHHA Long neurotoxinlike OH31 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxinlike OH31 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIN,785sp|Q2VB,sp|Q2VBP5|3L222_OPHHA Long neurotoxin LNTX22 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin LNTX22 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAAKC,1137sp|Q53,sp|Q53B49|3SI35_OPHHA Short neurotoxin OH35 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Short neurotoxin OH35 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAAKV,1171sp|Q53,sp|Q53B47|3SX5_OPHHA Short neurotoxin OH5 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Short neurotoxin OH5 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAAKW,1173sp|P83,sp|P83302|3SX1_OPHHA Neurotoxin Oh91 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Neurotoxin Oh91 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAAKX,1175sp|Q2V,sp|Q2VBP2|3SX6_OPHHA Short neurotoxin SNTX6 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Short neurotoxin SNTX6 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAAKY,1177sp|Q2V,sp|Q2VBP0|3SXE_OPHHA Short neurotoxin SNTX14 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Short neurotoxin SNTX14 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAAKZ,1179sp|Q53,sp|Q53B48|3SX7_OPHHA Short neurotoxin OH46 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Short neurotoxin OH46 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAALB,1181sp|Q2V,sp|Q2VBN9|3SXQ_OPHHA Short neurotoxin SNTX26 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Short neurotoxin SNTX26 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAALC,1183sp|Q53,sp|Q53B52|3SXZ_OPHHA Short neurotoxin OH26 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Short neurotoxin OH26 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAALD,1185sp|Q53,sp|Q53B50|3SX2_OPHHA Short neurotoxin OH32 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Short neurotoxin OH32 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAAYO,307sp|A8N2,sp|A8N286|3SO8_OPHHA Haditoxin OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Haditoxin ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABAF,397sp|Q2VB,sp|Q2VBN4|3SDC3_OPHHA Betacardiotoxin CTX23 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Betacardiotoxin CTX23 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABAG,399sp|Q2VB,sp|Q2VBN5|3SDC1_OPHHA Betacardiotoxin CTX21 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Betacardiotoxin CTX21 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABAJ,401sp|Q2VB,sp|Q2VBN7|3SDC4_OPHHA Betacardiotoxin CTX14 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Betacardiotoxin CTX14 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABAK,403sp|Q69C,sp|Q69CK0|3SDC7_OPHHA Betacardiotoxin CTX27 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Betacardiotoxin CTX27 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABAL,405sp|Q53B,sp|Q53B46|3SDC5_OPHHA Betacardiotoxin CTX15 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Betacardiotoxin CTX15 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABAM,407sp|Q2VB,sp|Q2VBN8|3SDC9_OPHHA Betacardiotoxin CTX9 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Betacardiotoxin CTX9 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABFD,627sp|Q2VB,sp|Q2VBN0|3SIM8_OPHHA Muscarinic toxin 38 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Muscarinic toxin 38 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABFE,629sp|Q2VB,sp|Q2VBN1|3SIM6_OPHHA Muscarinic toxin MTX6 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Muscarinic toxin MTX6 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABFS,655sp|Q2VB,sp|Q2VBN2|3NO24_OPHHA Weak neurotoxin WNTX34 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Weak neurotoxin WNTX34 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABGP,697sp|Q53B,sp|Q53B56|3L257_OPHHA Long neurotoxin OH57 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxin OH57 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABGS,701sp|Q2VB,sp|Q2VBP4|3L228_OPHHA Long neurotoxin LNTX28 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin LNTX28 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABGT,703sp|P826,sp|P82662|3L26_OPHHA AlphaelapitoxinOh2b OS=Ophiophagus hannah OX=8665 PE=1 SV=2,AlphaelapitoxinOh2b ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABGU,705sp|Q53B,sp|Q53B59|3L237_OPHHA Long neurotoxin OH37 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin OH37 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIF,773sp|P075,sp|P07526|3L23_OPHHA Long neurotoxin 3 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin 3 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIG,775sp|Q53B,sp|Q53B58|3L255_OPHHA Long neurotoxin OH55 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin OH55 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIH,777sp|P013,sp|P01387|3L21_OPHHA Long neurotoxin 1 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABII,779sp|Q53B,sp|Q53B57|3L256_OPHHA Long neurotoxin OH56 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin OH56 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIL,781sp|P013,sp|P01386|3L22_OPHHA Long neurotoxin 2 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin 2 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIM,783sp|A8N2,sp|A8N285|3L22H_OPHHA Long neurotoxin LNTX2 homolog OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxin LNTX2 homolog ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIO,787sp|Q53B,sp|Q53B54|3L217_OPHHA Long neurotoxin OH17 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin OH17 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIP,789sp|P809,sp|P80965|3L25_OPHHA Long neurotoxin OH5 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin OH5 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIQ,791sp|P801,sp|P80156|3L24_OPHHA Long neurotoxin 4 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Long neurotoxin 4 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIR,793sp|Q2VB,sp|Q2VBP6|3L2X8_OPHHA Long neurotoxin LNTX8 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxin LNTX8 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIS,795sp|Q2VB,sp|Q2VBP3|3L23X_OPHHA Long neurotoxin LNTX37 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxin LNTX37 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABIT,797sp|Q2VB,sp|Q2VBP8|3L2X1_OPHHA Long neurotoxin LNTX1 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Long neurotoxin LNTX1 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABJL,827sp|C5IL,sp|C5ILC5|3L22A_OPHHA AlphaelapitoxinOh2a OS=Ophiophagus hannah OX=8665 PE=3 SV=1,AlphaelapitoxinOh2a ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABKV,893sp|Q69C,sp|Q69CJ8|3S11H_OPHHA Weak toxin DE1 homolog 1 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Weak toxin DE1 homolog 1 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABLJ,919sp|P014,sp|P01412|3S11A_OPHHA Weak toxin DE1 OS=Ophiophagus hannah OX=8665 PE=1 SV=2,Weak toxin DE1 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAABLL,921sp|Q2VB,sp|Q2VBN3|3SX3_OPHHA Weak neurotoxin WNTX33 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Weak neurotoxin WNTX33 ,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAACR,Ophiophagus_hannah_Q2VBN2,Ophiophagus_hannah_Q2VBN2,-,3FTx,Ophiophagus hannah ,Elapidae
AAAAAAAARL,147Oran3_O,"Oran3 Ornithorhynchus anatinus isolate Pmale09 chromosome 4, mOrnAna1.pri.v4, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAAAVR,173Oran2_O,"Oran2 Ornithorhynchus anatinus isolate Pmale09 chromosome 4, mOrnAna1.pri.v4, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAAAVZ,187Oran1_O,"Oran1 Ornithorhynchus anatinus isolate Pmale09 chromosome 4, mOrnAna1.pri.v4, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAAAWH,1Oran_dn_1,"Oran_dn_10 Ornithorhynchus anatinus isolate Pmale09 chromosome 4, mOrnAna1.pri.v4, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAAAWV,225Oran6_O,"Oran6 Ornithorhynchus anatinus isolate Pmale09 chromosome 4, mOrnAna1.pri.v4, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAAAYC,285Oran_dn,"Oran_dn5 Ornithorhynchus anatinus isolate Pmale09 chromosome 4, mOrnAna1.pri.v4, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAAAYF,291Oran9_O,"Oran9 Ornithorhynchus anatinus isolate Pmale09 chromosome 4, mOrnAna1.pri.v4, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAAAYH,295Oran7_O,"Oran7 Ornithorhynchus anatinus isolate Pmale09 chromosome 4, mOrnAna1.pri.v4, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAAAYI,297Oran_2_,"Oran_2 Ornithorhynchus anatinus isolate Glennie unplaced genomic scaffold, Ornithorhynchus_anatinus5.0.1, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAAAYM,303Oran_dn,"Oran_dn4 Ornithorhynchus anatinus isolate Pmale09 chromosome 4, mOrnAna1.pri.v4, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAABIW,7Oran8_Orn,"Oran8 Ornithorhynchus anatinus isolate Pmale09 chromosome 4, mOrnAna1.pri.v4, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAABND,9Oran_1_Or,"Oran_1 Ornithorhynchus anatinus isolate Glennie unplaced genomic scaffold, Ornithorhynchus_anatinus5.0.1, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
AAAAAAAANQ,1301Oxybel,Oxybelis_fulgidus_A0A193CHK9,-,3FTx,Oxybelis fulgidus,Colubridae
AAAAAAAAZA,329sp|C0HJ,sp|C0HJD3|3NB_OXYFU Fulgimotoxin OS=Oxybelis fulgidus OX=121355 PE=1 SV=1,Fulgimotoxin ,3FTx,Oxybelis fulgidus ,Colubridae
AAAAAAAAFJ,Oxybelis_fulgidus_A0A193CHK9,Oxybelis_fulgidus_A0A193CHK9,-,3FTx,Oxybelis fulgidus ,Colubridae
AAAAAAAAJS,1119sp|A7X,sp|A7X4T2|3SX6_OXYMI Threefinger toxin 3FTxOxy6 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Threefinger toxin 3FTxOxy6 ,3FTx,Oxyuranus microlepidotus ,Elapidae
AAAAAAABES,607sp|A7X4,sp|A7X4S7|3SX5_OXYMI Toxin 3FTxOxy5 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Toxin 3FTxOxy5 ,3FTx,Oxyuranus microlepidotus ,Elapidae
AAAAAAABHM,739sp|A7X4,sp|A7X4R0|3L2O2_OXYMI Long neurotoxin 3FTxOxy2 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Long neurotoxin 3FTxOxy2 ,3FTx,Oxyuranus microlepidotus ,Elapidae
AAAAAAABHP,743sp|A8HD,sp|A8HDK7|3L21_OXYMI Long neurotoxin 1 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Long neurotoxin 1 ,3FTx,Oxyuranus microlepidotus ,Elapidae
AAAAAAABHQ,745sp|A7X4,sp|A7X4Q3|3L2O1_OXYMI Long neurotoxin 3FTxOxy1 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Long neurotoxin 3FTxOxy1 ,3FTx,Oxyuranus microlepidotus ,Elapidae
AAAAAAABHR,747sp|A8HD,sp|A8HDK8|3L22_OXYMI Long neurotoxin 2 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Long neurotoxin 2 ,3FTx,Oxyuranus microlepidotus ,Elapidae
AAAAAAABLQ,931sp|A7X4,sp|A7X4S0|3S14_OXYMI Short neurotoxin 3FTxOxy4 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Short neurotoxin 3FTxOxy4 ,3FTx,Oxyuranus microlepidotus ,Elapidae
AAAAAAABLR,933sp|A7X4,sp|A7X4R5|3S13_OXYMI Short neurotoxin 3FTxOxy3 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Short neurotoxin 3FTxOxy3 ,3FTx,Oxyuranus microlepidotus ,Elapidae
AAAAAAABET,609sp|A8HD,sp|A8HDK2|3SX3_OXYSC Short neurotoxin 3 OS=Oxyuranus scutellatus scutellatus OX=8667 PE=3 SV=1,Short neurotoxin 3 ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae
AAAAAAABEU,611sp|Q4VR,sp|Q4VRI0|3SXS_OXYSC Scutelatoxin OS=Oxyuranus scutellatus scutellatus OX=8667 PE=3 SV=1,Scutelatoxin ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae
AAAAAAABHO,741sp|A8HD,sp|A8HDK9|3L21_OXYSC Long neurotoxin 1 OS=Oxyuranus scutellatus scutellatus OX=8667 PE=3 SV=1,Long neurotoxin 1 ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae
AAAAAAABLS,935sp|Q45Z,sp|Q45Z11|3S11_OXYSC Short neurotoxin 1 OS=Oxyuranus scutellatus scutellatus OX=8667 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae
AAAAAAABLT,937sp|P0CB,sp|P0CB06|3S12_OXYSC Short neurotoxin 2 OS=Oxyuranus scutellatus scutellatus OX=8667 PE=1 SV=1,Short neurotoxin 2 ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae
AAAAAAAACC,Phalotris_mertensi_A0A182C5Y1,Phalotris_mertensi_A0A182C5Y1,-,3FTx,Phalotris mertensi ,Colubridae
AAAAAAAACD,Phalotris_mertensi_A0A182C5S7,Phalotris_mertensi_A0A182C5S7,-,3FTx,Phalotris mertensi ,Colubridae
AAAAAAAARA,145Phci_2_,"Phci_2 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAUA,15Phci_8_P,"Phci_8 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAVV,17Phci_14_,"Phci_14 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAVW,181Phci_3_,"Phci_3 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAWL,207Phci_11,"Phci_11 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAWR,219Phci_15,"Phci_15 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAWU,223Phci_16,"Phci_16 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAWX,229Phci_7_,"Phci_7 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAYA,281Phci_13,"Phci_13 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAYB,283Phci_6_,"Phci_6 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAYE,289Phci_4_,"Phci_4 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAYG,293Phci_5_,"Phci_5 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAABAI,3Phci_17_P,"Phci_17 Phascolarctos cinereus isolate Bilbo 61053 unplaced genomic scaffold, phaCin_unsw_v4.1 phaCin_unsw_v4.1.fa.scaf00059, whole genome shotgun sequence",-,Ly-6,Phascolarctos cinctus,Marsupials
AAAAAAAAKE,113Povi_6_,"Povi_6 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AAAAAAAAPU,137Povi_1_,"Povi_1 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AAAAAAAAWB,191Povi_3_,"Povi_3 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AAAAAAAAWG,19Povi_7_P,"Povi_7 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AAAAAAAAWP,215Povi_4_,"Povi_4 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AAAAAAAAXD,23Povi_9_P,"Povi_9 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AAAAAAAAZF,33Povi_8_P,"Povi_8 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AAAAAAABCW,51Povi_12_,"Povi_12 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AAAAAAABEZ,61Povi_11_,"Povi_11 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AAAAAAABGR,69Povi_10_,"Povi_10 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AAAAAAABKO,87Povi_5_P,"Povi_5 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
AAAAAAAAGF,Protobothrops_flavoviridis_U3T794,Protobothrops_flavoviridis_U3T794,-,3FTx,Protobothrops flavoviridis ,Viperidae
AAAAAAAAWJ,203Prmu_7_,"Prmu_7 Protobothrops mucrosquamatus isolate PMUCROS unplaced genomic scaffold, P.Mucros_1.0 scaffold4200, whole genome shotgun sequence",-,snake genomic,Protobothrops mucrosquamatus,Viperidae
AAAAAAAAXC,239Prmu_3_,"Prmu_3 Protobothrops mucrosquamatus isolate PMUCROS unplaced genomic scaffold, P.Mucros_1.0 scaffold1777, whole genome shotgun sequence",-,snake genomic,Protobothrops mucrosquamatus,Viperidae
AAAAAAAAXQ,263Prmu_4_,"Prmu_4 Protobothrops mucrosquamatus isolate PMUCROS unplaced genomic scaffold, P.Mucros_1.0 scaffold1777, whole genome shotgun sequence",-,snake genomic,Protobothrops mucrosquamatus,Viperidae
AAAAAAAAXR,265Prmu_2_,"Prmu_2 Protobothrops mucrosquamatus isolate PMUCROS unplaced genomic scaffold, P.Mucros_1.0 scaffold1777, whole genome shotgun sequence",-,snake genomic,Protobothrops mucrosquamatus,Viperidae
AAAAAAABBE,43Prmu_6_P,"Prmu_6 Protobothrops mucrosquamatus isolate PMUCROS unplaced genomic scaffold, P.Mucros_1.0 scaffold1777, whole genome shotgun sequence",-,snake genomic,Protobothrops mucrosquamatus,Viperidae
AAAAAAABEO,59Prmu_5_P,"Prmu_5 Protobothrops mucrosquamatus isolate PMUCROS unplaced genomic scaffold, P.Mucros_1.0 scaffold1777, whole genome shotgun sequence",-,snake genomic,Protobothrops mucrosquamatus,Viperidae
AAAAAAAAGG,Protobothrops_mucrosquamatus_XP_015678608,Protobothrops_mucrosquamatus_XP_015678608,-,snake genomic,Protobothrops mucrosquamatus ,Viperidae
AAAAAAAAGY,Protobothrops_mucrosquamatus_XP_015678603,Protobothrops_mucrosquamatus_XP_015678603,-,snake genomic,Protobothrops mucrosquamatus ,Viperidae
AAAAAAAAZG,341sp|A7X3,sp|A7X3M3|3NX1_PSAMO Toxin 3FTxPsa1 OS=Psammophis mossambicus OX=234064 PE=3 SV=1,Toxin 3FTxPsa1 ,3FTx,Psammophis mossambicus ,Psammophiidae
AAAAAAAAAZ,Psammophis_schokari_unigene276500,Psammophis_schokari_unigene276500,-,3FTx,Psammophis schokari ,Psammophiidae
AAAAAAAAGL,Psammophis_schokari_unigene503446,Psammophis_schokari_unigene503446,-,3FTx,Psammophis schokari ,Psammophiidae
